,housing_median_age,median_income,median_house_value,log_total_rooms,rooms_per_household,room_per_bedroom,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,age_mid_old,age_new,age_very_old
27,52.0,1.808,105500.0,7.549082710812286,4.7808564231738035,4.508313539192399,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
28,50.0,1.6424,108900.0,7.641564441260972,4.40169133192389,4.2317073170731705,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
29,52.0,1.6875,132000.0,6.593044534142437,4.703225806451613,4.55625,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
30,49.0,1.9274,122300.0,7.558516743045645,5.068783068783069,4.286353467561521,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
31,52.0,1.9615,115200.0,7.675081857716334,4.882086167800454,4.476091476091476,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
32,48.0,1.7969,110400.0,7.56164174558878,5.737313432835821,4.699266503667482,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
33,49.0,1.375,104900.0,7.412160334945205,5.0303951367781155,4.521857923497268,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
34,51.0,2.7303,109700.0,7.888334500738654,4.972014925373134,4.642857142857143,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
35,49.0,1.4861,97200.0,7.103322062526113,4.6022727272727275,4.308510638297872,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
36,48.0,1.0972,104500.0,7.4949862339505335,4.807486631016043,4.162037037037037,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
37,52.0,1.4103,103900.0,7.321188556739478,3.7493796526054592,3.8743589743589744,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
38,52.0,3.48,191400.0,7.293697720601438,4.757281553398058,4.454545454545454,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
39,52.0,2.5898,176000.0,7.796880342783522,3.4942528735632186,3.4013986013986015,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
40,52.0,2.0978,155400.0,7.418180822726788,4.215189873417722,3.9737470167064437,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
41,51.0,1.2852,150000.0,6.842683282238422,3.7590361445783134,3.009646302250804,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
42,49.0,1.025,118800.0,6.570882962339584,3.7724867724867726,3.5297029702970297,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
43,52.0,3.9643,188800.0,6.85751406254539,4.797979797979798,4.702970297029703,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
44,52.0,3.0125,184400.0,7.275172319452771,4.941780821917808,4.639871382636656,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
45,52.0,2.6768,182300.0,7.4127640174265625,4.335078534031414,3.942857142857143,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
46,50.0,2.026,142500.0,7.026426808699636,3.700657894736842,3.4937888198757765,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
47,43.0,1.7348,137500.0,6.915723448631314,3.9802371541501977,3.2275641025641026,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
48,40.0,0.9506,187500.0,6.437751649736401,3.9,3.2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
49,40.0,1.775,112500.0,6.853299093186078,2.6875,2.522666666666667,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
50,21.0,0.9218,171900.0,6.799055862058796,2.045662100456621,1.9779249448123621,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
51,43.0,1.5045,93800.0,7.533158807455563,4.58968058968059,4.0964912280701755,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
52,41.0,1.1108,97500.0,8.07775756373692,4.473611111111111,3.776084407971864,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
53,52.0,1.2475,104200.0,7.396948602621014,4.075,3.574561403508772,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
54,52.0,1.6098,87500.0,7.065613363597717,5.021459227467811,4.9787234042553195,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
55,52.0,1.4113,83100.0,6.852242569051878,4.295454545454546,3.888888888888889,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
56,52.0,1.5057,87500.0,7.122059881629142,4.77992277992278,4.298611111111111,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
57,52.0,0.8172,85300.0,7.306531398939505,6.102459016393443,4.444776119402985,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
58,52.0,1.2171,80300.0,7.23561914106675,4.5625,4.067448680351906,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
59,2.0,2.5625,60000.0,5.0689042022202315,2.7719298245614037,3.6744186046511627,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
60,52.0,3.3929,75700.0,7.022868086082641,5.994652406417113,5.312796208530806,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
61,49.0,6.1183,75000.0,4.912654885736052,5.869565217391305,4.655172413793103,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
62,50.0,0.9011,86100.0,6.634633357861686,6.229508196721311,4.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
63,52.0,1.191,76100.0,7.110696122978827,7.69811320754717,5.1645569620253164,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
64,48.0,2.5938,73500.0,6.720220155135295,6.225563909774436,4.549450549450549,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
65,52.0,1.1667,78400.0,6.918695219020472,5.401069518716578,4.832535885167464,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
66,48.0,0.8056,84400.0,7.283448228756631,4.382530120481928,4.110169491525424,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
67,52.0,2.6094,81300.0,6.93537044601511,6.98639455782313,4.209016393442623,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
68,52.0,1.8516,85000.0,6.35088571671474,6.975609756097561,5.247706422018348,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
69,46.0,0.9802,129200.0,7.938088726896952,4.584288052373159,4.349378881987578,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
70,26.0,1.7719,82500.0,6.645090969505644,6.047244094488189,5.052631578947368,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
71,46.0,0.7286,95200.0,6.841615476477592,3.375451263537906,3.1481481481481484,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
72,49.0,1.75,75000.0,6.739336627357174,5.552631578947368,4.137254901960785,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
73,46.0,0.4999,67500.0,2.5649493574615367,1.7142857142857142,3.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
74,20.0,2.483,137500.0,6.728628613084702,6.2781954887218046,5.186335403726708,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
75,17.0,0.9241,177500.0,7.121252453244542,2.8177676537585423,2.6774891774891776,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
76,36.0,2.4464,102100.0,7.977625098784593,5.724950884086444,5.185053380782918,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
77,19.0,1.1111,108300.0,7.0967213784947605,5.830917874396135,4.967078189300412,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
78,23.0,0.8026,112500.0,7.465082736399547,5.369230769230769,4.665775401069519,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
79,38.0,2.0114,131300.0,6.529418838262226,4.412903225806452,3.8863636363636362,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
80,17.0,1.5,162500.0,6.829793737512425,3.1972318339100347,3.1972318339100347,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
81,52.0,1.1667,112500.0,5.351858133476067,3.75,3.75,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
82,52.0,1.5208,112500.0,5.831882477283517,3.9080459770114944,3.5051546391752577,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
83,52.0,0.8075,137500.0,5.958424693029782,2.490322580645161,2.3536585365853657,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
84,35.0,1.8088,118800.0,6.855408798609928,5.609467455621302,5.1521739130434785,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
85,52.0,2.4083,98200.0,6.651571873589727,6.721739130434782,5.405594405594406,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
86,40.0,0.977,118800.0,6.78105762593618,2.3157894736842106,1.951219512195122,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
87,10.0,0.76,162500.0,6.775366090936392,2.6515151515151514,2.514367816091954,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
88,10.0,0.9722,137500.0,4.663439094112067,2.6923076923076925,2.5,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
89,52.0,1.2434,500001.0,5.521460917862246,2.929411764705882,3.1923076923076925,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
90,16.0,2.0938,162500.0,6.902742737158593,2.74585635359116,2.5357142857142856,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
91,52.0,0.8668,137500.0,5.375278407684165,2.4431818181818183,2.471264367816092,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
92,52.0,0.75,162500.0,4.574710978503383,2.823529411764706,3.096774193548387,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
93,27.0,2.6354,187500.0,6.962243464266207,3.493377483443709,3.0403458213256482,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
94,39.0,1.8477,179200.0,7.447751280047908,3.6723768736616704,2.752808988764045,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
95,36.0,2.0096,130000.0,8.58110651715989,2.294016358157555,2.1513928138877674,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
96,31.0,2.8345,183800.0,8.433159195806228,3.8949152542372882,3.4530428249436516,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
97,29.0,2.0062,125000.0,5.817111159963204,3.681318681318681,3.130841121495327,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
98,22.0,1.2185,170000.0,8.211482916445066,2.9456,2.899212598425197,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
99,37.0,2.6104,193100.0,8.198089248956116,3.7071428571428573,3.3483870967741933,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
100,29.0,2.4912,257800.0,8.446126742982377,3.7248,3.292786421499293,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
101,28.0,3.2177,273400.0,8.66681936537205,3.8784235136940546,3.621958827199002,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
102,39.0,3.125,237500.0,6.75110146893676,3.745614035087719,3.5289256198347108,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
103,52.0,2.5795,350000.0,7.6760099320288875,3.5154975530179446,3.074179743223966,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
104,34.0,2.8406,335700.0,8.677950570294351,3.281721632196758,3.0673981191222572,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
105,52.0,4.9306,313400.0,7.31986492980897,6.184426229508197,6.706666666666667,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
106,52.0,3.2727,268500.0,7.614312146452,4.442982456140351,4.203319502074689,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
107,52.0,3.1691,259400.0,7.472500744737558,4.165876777251185,3.8217391304347825,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
108,52.0,3.9,275700.0,8.155362120328135,4.848189415041783,4.635153129161118,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
109,28.0,3.9063,225000.0,8.11312710422178,4.160847880299252,3.902923976608187,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
110,52.0,5.0917,262500.0,7.261927092702751,5.628458498023716,4.927335640138408,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
111,32.0,2.6429,218500.0,8.245384468120747,3.7270058708414875,3.4690346083788706,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
112,26.0,3.0233,255000.0,8.283999304248526,3.2530813475760065,3.310200668896321,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
113,52.0,3.1484,224100.0,7.773594467360194,4.578034682080925,4.2504472271914135,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
114,35.0,3.4722,243100.0,7.3864708488298945,3.822274881516588,3.7686915887850465,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
115,52.0,3.1429,231600.0,7.154615356913663,4.3951890034364265,4.456445993031359,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
116,28.0,2.4234,218500.0,8.521782643750045,3.0234798314268514,2.8697142857142857,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
117,52.0,3.0897,234100.0,8.340694647925071,4.040501446480231,3.7918552036199094,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
118,50.0,5.8596,327600.0,7.830425617820331,6.742627345844504,6.303258145363409,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
119,47.0,5.2868,347600.0,8.063377822367027,6.546391752577319,6.993392070484582,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
120,41.0,5.956,366100.0,7.854381210652365,6.851063829787234,6.344827586206897,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
121,37.0,4.9643,335000.0,5.814130531825066,7.1063829787234045,6.185185185185185,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
122,52.0,6.3434,373600.0,7.937731775260109,6.947890818858561,6.81265206812652,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
123,52.0,5.1773,389500.0,8.169053149927343,6.358558558558559,6.148083623693379,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
124,52.0,7.2354,391100.0,7.868254265520613,7.11716621253406,7.156164383561644,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
125,28.0,5.457,337300.0,8.573195381531523,5.5303347280334725,5.044847328244275,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
126,50.0,7.5,295200.0,7.984803389734406,6.127348643006263,6.20507399577167,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
127,44.0,6.0194,292300.0,8.138856750696325,5.735343383584589,5.735343383584589,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
128,40.0,7.5544,411500.0,8.515591910049263,7.631498470948012,7.405044510385757,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
129,30.0,6.0666,311500.0,7.701652362642226,6.446064139941691,6.390173410404624,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
130,34.0,7.0548,325900.0,8.019283792916793,6.125,6.2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
131,18.0,11.6017,392600.0,7.388946097618437,8.335051546391753,7.7,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
132,35.0,7.4882,319300.0,7.960672608388117,6.467268623024831,6.228260869565218,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
133,34.0,6.8976,333300.0,8.53030683056162,6.6122715404699735,6.427664974619289,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
134,28.0,8.2049,335200.0,7.190676034332207,6.978947368421053,7.206521739130435,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
135,26.0,8.401,351200.0,7.371489295214277,7.530805687203792,7.125560538116592,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
136,29.0,6.8538,368900.0,7.491087593534876,6.657992565055762,6.608856088560886,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
137,32.0,8.317,365900.0,7.515344571180436,6.977186311787072,6.950757575757576,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
138,37.0,7.0175,366700.0,7.114769448366463,6.982954545454546,6.790055248618785,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
139,39.0,6.3302,362800.0,8.235095497258357,7.54,7.059925093632959,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
140,30.0,6.3624,483300.0,5.680172609017068,5.615384615384615,7.684210526315789,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
141,52.0,7.0549,331400.0,7.773173680482536,6.785714285714286,7.132132132132132,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
142,45.0,6.7851,323500.0,7.994632311431825,6.957746478873239,6.798165137614679,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
143,50.0,2.8929,216700.0,7.949444420250626,5.132246376811594,4.682644628099173,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
144,38.0,3.0812,233100.0,7.720905251936779,4.628336755646817,4.213084112149533,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
145,52.0,5.2402,296400.0,7.237059026124737,6.200892857142857,6.55188679245283,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
146,52.0,6.5217,273700.0,7.586803535162581,6.39935064935065,5.883582089552239,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
147,52.0,3.2632,227700.0,7.688913336864796,4.745652173913044,4.694623655913978,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
148,52.0,3.0298,199600.0,7.734996194022781,5.183673469387755,4.926724137931035,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
149,52.0,4.5428,239800.0,7.909122183211411,5.283495145631068,5.029574861367838,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
150,52.0,4.072,270100.0,7.613324979540639,5.952941176470588,5.9705014749262535,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
151,52.0,5.3509,302100.0,7.987864096085687,5.65067178502879,5.492537313432836,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
152,52.0,3.1603,269500.0,7.617759576608505,4.429193899782135,4.183127572016461,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
153,52.0,4.7708,314700.0,7.2682230211595655,6.727699530516432,6.25764192139738,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
154,52.0,8.1564,390100.0,7.982074875081202,7.7026315789473685,7.281094527363184,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
155,52.0,8.8793,410300.0,7.7475968386928855,8.972868217054264,7.928082191780822,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
156,52.0,6.8591,352400.0,7.818430272070656,7.599388379204893,7.939297124600639,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
157,52.0,6.0302,287300.0,7.307202314764738,5.8203125,6.260504201680672,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
158,52.0,7.508,348700.0,7.942717540573791,7.994318181818182,7.7095890410958905,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
159,52.0,2.7477,243800.0,7.646831391430482,4.333333333333333,3.8054545454545456,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
160,52.0,2.1944,211500.0,6.790097235513905,5.074285714285714,5.285714285714286,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
161,52.0,3.0149,218400.0,7.643961949002529,4.276639344262295,4.092156862745098,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
162,52.0,3.675,269900.0,7.829630389150193,4.851351351351352,5.00597609561753,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
163,46.0,3.225,218800.0,8.081165777725433,4.326639892904953,3.8706586826347307,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
164,42.0,2.9345,225000.0,8.323851131338817,4.059113300492611,3.868544600938967,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
165,43.0,2.1429,250000.0,7.768533300926033,3.2742382271468142,2.984848484848485,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
166,41.0,1.6121,171400.0,7.294377299288821,3.5617433414043584,3.136460554371002,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
167,29.0,1.3929,193800.0,7.81156848934518,3.1927554980595083,2.8564814814814814,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
168,27.0,2.3173,125000.0,7.398174092970465,3.804195804195804,3.317073170731707,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
169,45.0,1.7772,97500.0,7.488293515159428,3.882608695652174,3.3954372623574143,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
170,50.0,2.6458,125000.0,6.4457198193855785,3.2091836734693877,3.345744680851064,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
171,52.0,2.181,138800.0,7.200424892944957,3.6887052341597797,3.424552429667519,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
172,36.0,2.2303,116700.0,7.425953657077541,3.0902394106813995,2.768976897689769,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
173,43.0,1.6504,151800.0,7.76004068088038,3.639751552795031,3.6228748068006182,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
174,52.0,2.2697,127000.0,6.904750769961838,4.368421052631579,4.368421052631579,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
175,52.0,2.1563,128600.0,7.3727463664043285,4.585014409221902,4.265415549597855,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
176,52.0,2.1348,140600.0,7.369600720526409,4.7343283582089555,3.9849246231155777,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
177,47.0,2.6292,182700.0,7.624130585661289,3.693140794223827,3.479591836734694,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
178,52.0,2.3833,146900.0,7.084226422097916,4.638132295719845,4.124567474048443,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
179,52.0,2.957,122800.0,7.4977617006225685,4.496259351620948,4.292857142857143,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
180,49.0,2.5238,169300.0,7.951207156472972,4.192023633677991,3.7890520694259013,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
181,52.0,1.9375,126600.0,6.664409020350408,4.209677419354839,4.255434782608695,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
182,51.0,1.9028,127900.0,7.372118028337787,4.0561224489795915,3.8405797101449277,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
183,50.0,2.25,123500.0,7.465655310134056,4.20722891566265,3.6375,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
184,52.0,2.3929,111900.0,7.133295954896068,4.4714285714285715,4.187290969899665,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
185,43.0,2.1917,112800.0,8.69349667588463,4.844029244516653,4.4367559523809526,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
186,52.0,2.9357,107900.0,7.486613313139955,4.327669902912621,4.5139240506329115,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
187,30.0,1.8854,137500.0,6.907755278982137,3.7984790874524714,3.784090909090909,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
188,39.0,2.1638,105500.0,7.293017679772782,3.776349614395887,3.4083526682134573,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
